Month,çáåvÅiìSç\ï®ÅAé≤éÛÅAìdê¸ÅEÉPÅ[ÉuÉãÇèúÇ≠Åj,å¥ìÆã@,å¥ìÆã@_å¥éqóÕå¥ìÆã@,å¥ìÆã@_âŒêÖóÕå¥ìÆã@,å¥ìÆã@_ì‡îRã@ä÷,èdìdã@,èdìdã@_î≠ìdã@,èdìdã@_ÇªÇÃëºèdìdã@,ìdéqÅEí êMã@äB,ìdéqÅEí êMã@äB_í êMã@,ìdéqÅEí êMã@äB_ìdéqâûópëïíu,ìdéqÅEí êMã@äB_ìdãCåvë™äÌ,éYã∆ã@äB,éYã∆ã@äB_ïóêÖóÕã@äB,éYã∆ã@äB_â^î¿ã@äB,éYã∆ã@äB_éYã∆ópÉçÉ{ÉbÉg,éYã∆ã@äB_ã‡ëÆâ¡çHã@äB,éYã∆ã@äB_âªäwã@äB,éYã∆ã@äB_ó‚ìÄã@äB,éYã∆ã@äB_çáê¨é˜éââ¡çHã@äB,éYã∆ã@äB_ë@à€ã@äB,éYã∆ã@äB_åöê›ã@äB,éYã∆ã@äB_çzéRã@äB,éYã∆ã@äB_î_ó—ópã@äB,éYã∆ã@äB_ÇªÇÃëº,çHçÏã@äB,ìSìπé‘óº,ìπòHé‘óº,çqãÛã@,ëDîï,ìSç\ï®,é≤éÛ,ìdê¸ÅEÉPÅ[ÉuÉã
201508,800018,114132,26097,71064,16971,68859,3304,65555,304940,60043,15316,18111,234592,24427,30643,10235,11549,24689,19787,6296,632,47750,1342,35995,21247,39945,13519,16276,6515,1240,5240,23492,67314
201509,1258481,160738,50725,87042,22971,138941,10233,128708,547345,72326,18613,19382,286067,32293,52422,8579,12289,32690,17567,9946,1186,52589,1362,32844,32300,41862,40502,15695,23416,3915,26002,29938,81378
201510,971539,179191,17530,111504,50157,56114,4701,51413,330095,59230,13807,17139,247013,31922,29010,9679,13112,18010,13197,7782,669,60718,858,25533,36523,35561,73630,14876,11184,23875,3379,28656,82900
201511,780493,62755,19391,25197,18167,55782,4298,51484,301134,56372,13951,17548,239447,27614,30080,9032,13842,36438,14722,7363,569,47407,922,25039,26419,39640,15085,16583,15262,34805,8032,27794,79239
201512,1032774,116315,47823,32141,36351,68323,3632,64691,492358,85072,19337,21017,236120,30788,38027,10393,14054,25624,17376,7150,686,45597,1410,19837,25178,35610,25688,14319,10926,33115,10807,27013,73023
201601,873217,196712,20876,159445,16391,41682,2299,39383,308165,60519,13731,20212,209121,28803,24595,9830,11439,33610,12439,6845,671,42766,743,19193,18187,33025,18806,20065,10009,35632,6898,26096,70880
201602,1014318,198498,34198,144542,19758,98651,11273,87378,339040,74453,14438,20346,258290,30531,31884,9531,8641,38344,14758,8772,590,56539,952,30554,27194,31869,31476,26563,8299,21632,13234,27539,71596
201603,2070156,693816,281487,308561,103768,191359,8602,182757,643355,115768,18592,23969,351311,39628,76355,11058,17703,38021,22272,10585,859,49679,1221,45707,38223,41836,43093,22522,58933,23931,35574,32223,77659
201604,895992,110349,22910,48326,39113,67213,5163,62050,370413,63875,13937,18826,238534,29303,27930,11245,9351,38526,9000,8555,1062,48810,1017,32529,21206,33311,43275,18984,5975,7938,10165,28642,70161
201605,787294,66639,29085,19355,18199,85119,2305,82814,291264,46545,14189,16562,228022,29624,29265,9418,8758,16917,15641,7561,718,53889,1681,29651,24899,33262,33239,21621,4934,23194,3607,26274,65136
201606,1073848,117172,35859,49665,31648,64000,5780,58220,404255,66369,19390,26446,283740,32967,36769,11769,12249,29759,25394,9180,1227,61016,1321,33959,28130,44179,80745,24825,38507,16425,20155,31520,75282
201607,851519,57987,14472,19701,23814,59295,3804,55491,317675,69118,16712,17106,289748,30887,34127,9401,19525,39238,26836,9750,1112,51882,932,37662,28396,40317,51212,21185,11065,3035,10138,29378,71880
201608,817117,75285,23666,30511,21108,57684,3059,54625,312274,55353,18539,16277,251364,28781,37923,11771,10121,19237,18151,7845,515,55918,1050,29307,30745,36380,52546,23454,6104,2026,15383,26191,66979
201609,1269794,116973,55512,38208,23253,95461,10730,84731,511731,74450,16897,21426,330040,34126,66562,12065,16711,34795,21006,8884,821,63273,951,33960,36886,36103,125419,24900,17610,11557,7898,31501,82074
201610,817621,105096,19143,33743,52210,57850,1941,55909,310163,67062,14566,18437,235574,29807,27114,11514,12388,31055,12111,6330,465,53817,1132,28766,21075,34903,39963,22820,7169,4083,7574,30135,75634
201611,910547,157747,37556,93088,27103,68261,6456,61805,336622,56353,14062,17132,251284,32974,25976,14650,11847,18510,14926,8551,1173,53853,949,28242,39633,34826,19084,23846,4740,14137,8096,31019,80147
201612,1259424,275457,46962,204509,23986,76160,9839,66321,410609,78408,18319,21341,351560,33198,38763,10974,12792,93103,17093,8826,712,62133,1447,26478,46041,37549,55430,25498,4398,22763,5274,29343,74138
201701,774343,69177,27126,20792,21259,57250,7918,49332,314828,58547,17380,21753,249259,29628,28058,13743,10490,32576,20786,8938,654,56200,1100,20389,26697,31187,23563,23424,4463,1192,8959,28869,74236
201702,917133,153451,96543,37588,19320,52934,2345,50589,327391,49128,15572,19670,255308,32739,37578,11822,10911,23502,6634,7368,583,63588,1566,30027,28990,33091,29052,29548,9779,26579,8878,30906,76464
201703,1785666,430990,245091,134961,50938,123725,9668,114057,644479,116713,23676,26204,404515,43557,57089,13147,20319,27673,22767,8504,832,98976,2648,43489,65514,42125,54785,25593,54812,4642,42291,34082,85773
201704,874104,65719,8997,25396,31326,55524,2052,53472,384771,67632,16272,22017,267449,34877,37685,10961,12857,21169,11975,11941,1009,56543,1433,37803,29196,41432,30002,19090,6778,3339,10164,31766,76653
201705,766743,62786,21441,23268,18077,57057,2132,54925,308299,47929,16274,21662,245645,31166,31423,13852,13630,18016,17160,8466,779,43927,1095,36860,29271,41568,23628,21546,3424,2790,5623,28458,74759
201706,1042127,118433,43648,53786,20999,69819,2976,66843,440050,61508,21010,40341,305220,37189,52375,12805,16922,19351,24271,8208,990,57943,1159,35992,38015,45145,18267,25075,7745,12373,17772,33351,85021
201707,827113,53675,18533,16859,18283,50828,2721,48107,319014,47991,16920,14358,276666,34918,33370,13833,11483,11895,28590,11974,676,48165,1026,38710,42026,45176,21301,23387,3834,33232,8328,33022,80184
201708,843507,97909,19461,57444,21004,59394,3840,55554,325242,48149,18228,20142,266214,32989,36412,13380,12428,19998,19053,10760,721,49767,2125,37183,31398,42749,23950,20926,4489,2634,6676,29502,76461
201709,1315512,210634,74324,114493,21817,94357,7061,87296,534514,71527,21676,23728,334180,38888,51551,14762,21718,55978,17915,8600,609,44620,1140,37318,41081,49062,42334,24406,20126,5899,18770,33611,86751
201710,861451,72890,20802,32396,19692,62204,14094,48110,333537,54261,22756,16156,274628,37420,30935,16421,12384,43595,13211,16534,751,43098,1172,28677,30430,45848,22256,20735,6625,22728,7960,33637,87567
201711,944769,184211,97325,64106,22780,50114,4692,45422,329106,50018,18663,21192,268291,36830,43307,12898,12979,19285,16775,10672,761,47721,1171,27054,38838,43400,22402,25373,6044,15828,7567,35086,87997
201712,1059534,137084,63891,53381,19812,72630,8747,63883,426937,61765,19278,21161,271912,37971,32090,12521,17480,32019,20447,11452,828,45595,1084,25907,34518,51446,28157,29583,9853,31932,15203,32942,85794
201801,815014,69883,28108,23075,18700,56374,11439,44935,319749,41320,17041,24751,252329,34025,30036,12178,11844,40034,14391,11942,824,43007,1223,22235,30590,46722,30504,20015,2492,16946,16651,30765,81120
201802,985612,187538,52579,101136,33823,78081,2382,75699,327907,56494,17344,22933,274093,36802,33753,13443,16684,26840,16784,8801,566,56012,1446,31182,31780,47917,23179,27916,5197,13784,6496,32817,83764
201803,1695757,271433,140114,91396,39923,141654,19791,121863,691169,131359,23257,28667,380084,44008,71001,13565,22068,44823,21524,8185,896,57806,1228,48034,46946,55523,53315,28439,59855,14285,13671,35907,92542
201804,980076,91348,10383,15963,65002,73844,19995,53849,414875,48959,18682,28928,293293,38082,36626,12662,17657,39512,15385,11901,1249,47226,1345,37734,33914,53006,18915,19849,10560,4386,35074,33646,84382
201805,900518,80096,13986,13612,52498,53638,1732,51906,332609,46506,19774,22992,323220,37977,59264,11241,11936,31860,20456,9455,736,59097,1036,31974,48188,49525,30886,23076,4048,3420,23218,31510,82088
201806,1049951,109199,29278,56976,22945,60913,3663,57250,429019,51836,22180,30234,321482,39888,65915,12436,13890,23668,24935,15036,590,54572,1134,32483,36935,55707,25715,29957,5236,12723,21196,34891,87187
201807,980151,90222,19993,52026,18203,57425,2408,55017,348871,48668,18383,23781,349380,39811,43301,11461,13620,70288,31704,10707,1378,58022,1438,31282,36368,57022,30701,23567,5953,17010,8817,35330,86879
201808,991633,72868,19167,29935,23766,98237,15609,82628,344950,44460,16988,25062,341107,37957,36766,11874,17624,69176,20186,9960,1170,60381,1044,34646,40323,50492,53307,25507,3252,1913,8584,29529,80030
201809,1184615,119771,62493,36148,21130,108485,9932,98553,492952,64947,20541,27542,326444,40398,60284,12016,19864,27281,17782,7838,978,61137,1080,38789,38997,50795,26326,25109,18019,16714,16387,32927,84954
201810,909419,73733,16055,28169,29509,75538,23454,52084,349598,54178,17644,26115,294993,41719,34696,11563,12790,41546,16154,9629,835,57789,1274,26829,40169,46680,18652,23720,5363,21142,10409,35905,95778
201811,870423,93048,14539,55449,23060,51740,2410,49330,342084,58614,17650,24552,271351,39124,38051,12021,12128,33416,18025,7421,841,55759,1546,28677,24342,46767,18108,26030,8219,13076,8785,34042,97488
201812,1027955,108409,44209,43322,20878,61587,3456,58131,424141,70911,16250,24001,280844,42404,42223,10389,17444,20401,19946,10559,1083,49602,1725,27119,37949,46349,20999,31505,8102,46019,12318,31380,84144
201901,847331,120373,10562,92830,16981,85904,25377,60527,305513,45377,15132,25339,248902,36332,32620,12375,9536,33973,15193,7031,754,50133,879,21629,28447,39619,18005,19211,4712,5092,7762,29931,81939
201902,945949,136908,23335,63873,49700,74248,3340,70908,329184,63508,14396,21325,271909,38355,44774,11042,11577,16267,17767,8864,1157,56882,1091,31355,32778,35614,21775,27261,4164,44886,11396,32127,88099
201903,1789879,367235,173731,157512,35992,133420,11535,121885,639366,107230,22831,26931,434350,40800,83875,13630,22252,58486,22293,7607,743,82977,1751,45351,54585,42265,82973,29865,18042,42363,27077,33552,90672
201904,988319,88606,17545,17007,54054,120856,24444,96412,391419,61555,14821,28091,275130,39327,42494,12584,10356,18195,16558,9840,807,54592,1374,39264,29739,36336,38266,22163,6209,9334,11924,32191,87560
201905,827888,54771,8448,21246,25077,71546,3051,68495,326195,54949,15540,21672,274329,35826,34885,12693,10297,21710,24149,7914,1016,58721,1700,32778,32640,35381,33498,26452,3268,2448,8384,28323,86971
201906,1166280,126641,59315,34942,32384,128908,3930,124978,423645,62969,25147,22432,292494,40326,46164,11433,13689,16302,30472,9196,524,54562,1038,35738,33050,32550,119820,30534,8072,3616,13576,30820,86259
201907,948034,87944,26192,31814,29938,74261,4116,70145,351101,56945,15773,22128,292453,39297,41154,11390,11630,26540,26885,5755,693,56698,1087,37766,33558,35517,33193,25539,5377,42649,7699,34072,90666
201908,1009249,210298,20702,160119,29477,79400,19982,59418,338743,49158,13467,21782,284490,34811,35902,11998,11650,41397,20263,7859,1113,48154,834,34356,36153,31124,24116,28377,3101,9600,9785,27784,76187
201909,1226276,152173,49024,78247,24902,102939,4830,98109,516174,78666,20911,24688,309098,37563,52341,12076,22152,16198,25101,5294,762,65959,850,37158,33644,34433,49373,36329,8121,17636,23802,31170,86352
201910,858710,141858,81025,29957,30876,65781,2121,63660,342820,54100,10984,24700,230401,36352,30054,10887,8069,14984,13550,4887,849,55576,1583,18415,35195,27716,28105,12748,6031,3250,5485,31230,87332
201911,980848,165723,16009,124795,24919,66397,7678,58719,318251,45185,13810,19630,239811,31888,34569,9910,8046,25024,19167,5726,705,49816,1894,24515,28551,26757,133070,25032,3211,2596,11019,30112,83721
201912,1052374,103923,32113,43281,28529,121101,4092,117009,414672,64387,20929,21768,251376,33553,43236,13010,14153,22216,20130,6950,886,46016,1109,21612,28505,30829,35318,30196,5740,59219,8844,29730,77335
202001,806111,69588,24277,23973,21338,104176,52553,51623,328832,56040,13039,25696,208284,32995,30058,11381,7030,17751,13105,6236,704,45891,1265,16511,25357,26010,31157,16489,6682,14893,7634,28815,82916
202002,878549,123159,59870,39230,24059,65487,4051,61436,338928,57227,13874,20161,252983,32294,36220,11264,13110,23663,17769,4865,620,56483,1391,27777,27527,30664,26380,21326,3120,16502,9810,29142,82631
202003,1782120,350404,209219,74638,66547,161477,11238,150239,616358,127532,20251,30029,412766,34427,120679,13852,17663,33523,25919,7480,852,68653,1349,39339,49030,26284,116722,36292,13219,48598,18706,31275,89862
202004,933204,215111,19051,150924,45136,59522,2046,57476,364552,44599,11731,25699,230570,30063,31374,11200,5625,23837,12369,4617,582,49208,1294,34423,25978,18484,25587,14220,3169,1989,7611,21723,63752
202005,699318,60554,21300,18081,21173,51814,1480,50334,304087,42894,10534,18940,203969,18728,27482,8451,4387,16787,18540,5213,456,49818,1809,30106,22192,15356,38250,17227,2277,5784,11400,14756,49458
202006,889167,80760,27573,33138,20049,68211,5410,62801,384783,62182,12149,17045,261012,29825,36034,8489,7359,15624,32066,4747,530,58277,1190,33237,33634,19510,30692,23915,6654,13630,8415,20204,63589
202007,801815,86676,38675,21922,26079,62733,2995,59738,306510,47958,12582,17711,264204,22630,50117,7964,9550,24501,26581,5020,337,58421,1121,30447,27515,20063,30885,19424,4082,7238,6226,27767,69445
202008,771788,128555,59702,47756,21097,53016,2761,50255,285881,45828,15999,19070,230730,27667,35107,9209,7812,17065,21040,5304,532,44401,1116,29371,32106,19380,16254,18504,2797,16671,7262,21192,60295
202009,1136160,110351,57500,32486,20365,125185,37507,87678,471081,75199,16422,21850,296936,34185,60067,8623,16653,26427,19168,6558,656,55942,1226,35887,31544,23233,38792,27178,5177,38227,35193,36933,77693
202010,830748,87970,25726,36035,26209,56823,3807,53016,335022,54954,18667,23387,259198,37267,42794,10482,5760,24618,17949,6569,621,53481,1512,25008,33137,24494,27811,19969,5432,14029,20033,39204,80835
202011,816690,88073,35698,31120,21255,66580,2682,63898,316620,65526,15618,23265,280656,36185,38011,11054,11386,35615,20250,9275,817,59840,813,32089,25321,20604,15128,22834,4612,1583,13625,37583,77742
202012,1113236,137280,54008,47423,35849,90498,3824,86674,478278,78638,20341,30340,296601,36290,40235,13220,10417,36616,22096,9510,550,60709,1791,28796,36371,23579,33758,29939,10593,12710,14351,38018,75403
202101,766411,98719,33045,34018,31656,58549,2312,56237,314394,49135,17555,29167,236399,34294,33624,12420,8201,11632,16738,5423,1079,50936,1251,28137,32664,22146,18240,13975,2951,1038,29506,35910,76247
202102,776040,76316,22358,23572,30386,61658,5132,56526,310955,54976,19027,19248,248957,36093,40703,13343,10820,12111,19420,5953,645,48708,860,32185,28116,23971,12138,16592,4173,21280,18818,39087,78824
